ISBN,Shard
0393034895,P
0471393487,K
0826315003,A
0142180009,T
0679439978,R
1879164027,T
096325264X,W
0805206183,R
0091833191,S
0864732953,M
0448095394,T
0486414272,W
0747509387,M
051758932X,D
0394707753,B
0395857015,W
0865731691,M
0333764374,F
0471397113,P
0864425090,L
0333901916,C
0471208817,P
1559277041,O
188705300X,T
1859843794,C
0330319809,T
0140286772,A
014038779X,W
1893010074,P
0679728996,W
0394513258,L
0895268647,T
020717024X,C
0806998547,C
0825626692,R
0307001288,O
0684843412,C
0889841403,F
0060505915,T
0941263851,C
0688007171,D
1562453408,A
0132309963,T
0671639889,M
3608955372,D
039474215X,A
0060911069,T
1859580173,I
1879333112,G
0312114001,L
325706280X,S
0713474904,B
3716023116,D
0385483368,T
3499156520,G
1563054884,F
0684856670,K
8420777684,L
0486259285,T
0891346163,P
0781804817,U
0942668014,A
0671495275,T
0802713386,S
060960306X,D
0140168249,B
2890523667,U
1861972601,P
0882669435,K
9748566684,B
0130937096,H
015201392X,L
0465006493,T
0385312636,S
0688172245,T
0831710195,H
0679027270,F
0061081809,W
0810928191,D
0375753257,C
1858285399,T
0440165725,N
0130994367,A
0553264575,T
1884734308,R
0449908895,F
0192825011,G
0874495121,D
0297840797,G
1560986557,A
0192818252,O
0312003420,C
0880641398,O
0137581866,A
0835607631,Y
0130954063,T
078686852X,H
1878685058,S
0786881569,I
2070409201,L
006101172X,P
1550133756,H
0256033765,F
0446394564,M
0805059261,T
0884192687,P
0446529605,A
0515127264,D
0849986249,T
1565074033,I
0883683245,P
0671758187,O
0849986281,T
0805497870,T
0917143337,R
1861972709,T
0312853629,L
0842380051,W
0917120175,W
0582256615,T
067977548X,F
080540189X,W
1559637153,T
0553284819,T
0800710959,J
1575665832,S
8466304045,O
1567993435,T
8774968513,I
0136295932,W
0964332507,F
0451628470,O
0060085568,C
0062512390,T
0312155972,M
0517534770,T
0786911875,L
1577330099,Y
0786911743,S
0670896888,E
0668039175,M
0590408429,R
0590494384,T
0892435224,C
0786927003,T
189336125X,W
1891830155,M
0061007099,T
0679400257,Z
0312048521,T
0912656433,C
0690072368,T
0912656816,M
0802312756,T
0805062009,F
0921556683,B
0449234983,M
0910240094,H
3499228165,A
1559703865,T
0670031488,S
0942032004,H
0375400842,S
0696215322,B
1578700035,R
0891095004,F
1556611013,H
3423205210,G
3627000951,S
1556611021,C
000714346X,O
0819906719,B
155661103X,V
158775004X,L
0385232829,P
0140263799,T
0152009795,S
0670810886,W
0312169876,R
073942744X,T
0802130666,T
1584792795,H
1562882260,E
0696216558,B
0696216140,M
2070388433,L
0754809323,T
2742726551,I
0515082465,F
0895296918,T
0764540742,P
0316715972,T
2080711490,A
0736907327,L
0448420473,L
2708235788,L
0896584593,T
1561642851,T
0060245018,N
0072131144,G
1582600031,T
0345455819,_OTHER
0385508190,C
2070382702,L
0805064184,L
2264013281,P
0310338301,M
0066212529,H
0836281993,T
1891903055,M
0684832852,T
0807532355,H
0892831227,A
038501189X,T
088184649X,T
0374113084,M
0671770802,G
0140440275,I
0895774844,L
0761501622,M
038508045X,T
0879738502,T
0517584298,H
0892830913,D
1567661076,R
0066212618,M
2877141322,P
0446392707,_OTHER
0385423330,A
0814650139,F
0385257023,T
0805424202,T
0380763796,T
1568582528,V
0679833846,T
0814455476,S
0027754103,L
0385095341,H
2080700944,D
0892831456,R
3203755130,S
0888948263,T
0892833513,H
3813501213,D
0671546376,_OTHER
0809121379,T
2877142965,L
3810506605,J
037309857X,M
0892830549,T
0892830433,H
031209308X,T
0830705805,B
0553277235,M
0451404521,T
0818903724,A
0963044125,R
0892832177,Y
0520067207,P
0892833475,C
0921586825,C
0679446427,H
0892830506,H
057007682X,H
0889711798,S
0809121611,I
0892831243,T
0937860905,T
0679732977,T
0892965568,T
089283112X,T
0684842300,W
3455063268,S
076481060X,M
0881924601,L
0890818797,I
0881924172,M
1887655409,T
082564027X,M
087793133X,T
320375536X,H
1930604785,F
0195283309,N
0029345707,P
1562514423,A
0393049744,T
0898704901,T
0373292503,B
0800793285,U
0394532473,T
0892436794,T
0937779075,R
0809126281,G
0877931216,B
0898153859,W
0609607480,L
0892832754,H
3596114020,D
073940086X,M
0843952873,T
3351028776,D
3701709343,D
3707601358,T
0618221360,V
067975864X,T
0312283520,S
0944439411,D
0060622296,T
0786710934,A
089283031X,C
0312876149,G
0896221989,M
0743202422,B
0446519596,S
0912106697,S
0465027350,T
0394514548,A
0151004749,W
0892831642,P
0553266373,P
0670030996,M
0892830867,A
0892831170,G
0312956878,O
0892831154,L
0892830980,H
0312304021,T
1741040809,L
0452260558,W
0060005890,M
0140086269,T
1555613411,T
0897932714,A
0061096261,T
0024096229,P
0380536110,I
0966288912,C
085030895X,M
0310200040,F
1569550050,T
0671768549,Z
1570751161,W
0553444220,H
0892836210,T
0850302889,A
1565970349,F
351836507X,S
0116703261,T
0892832193,M
0789493896,P
0910984093,W
0898702631,F
0866550763,B
0918477344,T
0944203051,N
0859695638,H
0931188377,G
0918477239,T
0940535602,T
0898152690,S
0892810165,S
0316380202,I
0374156271,F
0376025522,Q
0425045013,F
0139147063,T
0809120895,B
0844294667,E
055324907X,L
0892832835,T
0451118197,G
0425067777,T
0805014748,W
0880793465,R
006039174X,E
0871566028,A
0130957836,H
0671418882,C
0373256205,S
1575213664,T
0671459341,M
0671474278,E
038089582X,S
0523405421,T
0380769476,T
0671474243,O
0380754592,A
1571891021,I
0883680106,L
1571890998,H
0595090508,T
0156291258,T
0449244571,U
0915145057,P
0806988789,A
1568820054,C
0425138240,N
0140714065,T
0451180283,H
0525942726,B
0451515560,J
0451517261,V
0062505645,L
1890957348,H
0062505637,F
0192815334,W
1556610238,T
0811201155,T
087123291X,B
087123579X,T
0871238381,T
0373710119,P
087123906X,A
0373223412,K
0345284658,C
0892819049,B
0375727329,T
0940535289,O
0060443618,T
0802114660,C
0333710525,P
0136382541,O
0155318470,H
0883633310,M
0373054882,T
0884861244,B
0373121016,U
0673078566,S
0876689152,T
0030441668,A
0440182972,S
0805419632,S
0440108101,B
0521358981,T
0842369082,A
0877930724,O
0848715500,C
0881959359,T
0871138212,T
0966247809,R
0373168497,S
0807116874,T
069600805X,B
1563053152,T
0375411097,G
0895420066,T
0263787389,R
0785276874,R
081182182X,S
0824910486,I
0941807304,F
0802725406,F
0394753038,M
0310217490,_OTHER
9633524245,R
0892833165,M
0552995681,D
0892833858,F
0609610236,H
0593046978,P
973981638X,B
0871931567,A
0789415496,P
088264002X,W
0892837284,T
0751532967,S
0937779202,J
093777913X,J
1569551197,R
1576735796,T
0385175671,S
0440428645,G
0785274111,T
0824504836,S
0460880845,P
0898706297,W
0736900489,J
0385196164,W
0877285012,W
158642050X,J
2266050494,L
1577347226,P
0061083100,T
0590706195,T
0060174390,W
0380725568,D
0943127009,R
0060659564,G
0312876521,A
076450052X,W
0440984653,T
3821809167,C
1550741195,F
0871239183,J
0871239191,R
0971304599,W
2841872580,T
0819818593,D
2070714519,Q
0898703115,T
0517559897,P
0440506735,Y
0743492064,T
2253003506,A
0829417729,M
0743492056,T
2070703665,U
0340656441,O
0743492072,C
0590478699,A
0310238358,W
0471379077,W
0871239035,T
089693151X,T
0452266424,I
089283157X,W
0842358897,S
078671221X,F
0809131137,H
0232517940,H
0140020837,W
066014400X,R
0155037536,G
0884790029,S
0582005620,T
033035132x,V
1566197163,W
0333765818,Y
0140449213,T
0773761551,L
0385011091,T
0873224930,R
0425048691,A
0877931364,O
0877931828,W
0671768069,T
0802114822,C
0892830352,A
0892831588,E
0886876109,T
0310239966,D
0809118467,I
0935182357,D
0877932441,H
1550140116,A
0877932751,J
0819006343,A
0812826760,T
0743476794,I
0892836512,T
0394554477,P
0451210921,G
0892833289,T
0380700654,T
0393036871,J
0819868175,S
0892212969,D
0517371464,W
0451208048,T
0679403663,P
0830822682,H
0875091636,G
0070340153,H
0394550412,S
0446394505,I
0886903149,F
0805016872,O
0696018446,B
0810937824,T
067945442X,A
0765343002,D
074974684X,J
1931561044,T
0425194302,T
0061015458,S
0571144691,S
189630074X,S
0451210808,D
052164626X,M
0312986203,I
0814405681,C
0671870130,F
0143018213,B
0312982046,L
0446522481,A
0843953039,T
0671788965,A
189675712X,D
0918303168,A
0449216969,G
0743413253,E
0385479212,T
1551922703,O
029597950X,R
1896757111,O
0671625357,B
0060927690,R
0151002916,A
1896757022,T
0375500839,O
0889622302,C
0807031062,T
1853266981,D
1580050409,D
0969263112,H
1566199751,T
2723434842,R
0060679611,L
2723429342,R
0968274315,A
0792276965,R
8448039289,G
8402061478,G
8483106264,E
8430571396,H
1594200041,T
0679445056,P
8427012276,V
1891369318,B
8440697805,C
0880118113,T
8433924478,E
1931009007,T
8811582962,I
0140469907,T
0521469422,B
089037077X,F
8473802152,L
0743407296,T
0198577672,C
0671038982,M
189136927X,T
0771020007,H
0945575661,F
014046641X,T
0765300591,L
0802069908,N
0525245499,G
185029111X,B
8420610070,C
0807046116,S
8447302660,P
077157388X,T
0760719055,R
8402097405,J
1555420613,T
0226325938,F
0446515183,S
0465037038,J
0440408539,T
0805007865,A
0749917881,P
0471506613,S
0425084035,P
059041853X,E
0814458718,T
0671675591,S
0140714243,S
0192823469,T
0688075274,R
0440491835,T
0679451862,R
0135576202,M
0863275575,T
0698304470,C
0452280559,T
0312206097,S
1871173175,H
019504083X,G
0590422367,M
0373261322,Y
0671256084,T
1562013475,S
0553444972,H
0140468374,T
0399505288,T
068419063X,H
0914610589,S
0871238071,A
0698300785,F
0151008353,T
1877962341,W
0140135529,J
0684844494,C
3829009003,O
0814477003,H
0806132434,W
0471415340,O
0807843946,T
1555420192,T
0440982693,S
0743452593,O
0060157534,T
0743214447,S
0345437853,T
0812047923,T
1854591983,T
0814450229,R
1852301562,P
0787961698,V
0972763600,B
0471616575,T
0135509300,M
1565123808,A
066921129X,H
0060187905,A
1560254106,T
0759619956,P
0743436008,I
0553372300,I
0441519024,T
039578607X,A
0441008747,I
1555540384,B
0394537785,B
0312304013,B
0679416501,B
0263784347,T
0201107082,M
1851705546,C
0345410475,M
0805069070,D
0060914904,T
0440468019,P
0804108374,H
074322213X,I
034546107X,H
0316878839,Q
0609603264,T
0701135018,H
1862041075,M
0452272432,T
0805066241,M
0609608142,M
0814477887,_OTHER
0805057838,N
0747246769,A
0889740437,W
0802117252,N
0345432886,M
0312269013,T
0028471407,E
0974433926,S
0135580579,M
080506172X,W
0151005397,U
0281049602,T
1573927589,D
0300089678,T
0679446273,S
0281048568,T
074322387X,T
1894815432,R
0671831402,B
0855329386,T
0517585502,F
0878579826,A
0446529079,T
0439381975,T
9501519538,N
0867308400,B
0375703721,T
0785266216,C
0792457528,F
0140341900,T
0805071709,W
0380728494,T
1582343195,W
0738203866,D
0020421303,B
0921516045,T
0684837935,A
157734684X,A
078688472X,T
0117020516,C
0670872172,A
068911947X,L
1852425547,T
0884480798,D
0679772693,A
0071407995,O
1552450651,E
0679415327,A
074322325X,T
0335098622,G
1559704063,D
0553374540,R
1582431450,A
0415006406,S
0918801303,E
0345418255,S
9994348337,W
0812539095,A
0201877120,S
0061052175,T
0782124720,M
096639500X,T
0375704787,T
038079070X,J
0060521961,_OTHER
0856356670,S
0380437112,T
0553372106,T
0444409300,K
1899047719,S
0684872552,A
1551982781,G
1853816051,T
1564584844,B
0425093417,T
0671535641,F
0198605064,A
2020558475,A
0201145197,H
0141008059,U
0965649954,N
3442545188,D
1550023047,D
1579540090,B
0553139177,H
0523485174,E
0880388404,F
0917657667,T
0528839691,R
0340671726,O
0723002746,T
0449147762,T
0226808483,T
0394537793,B
0671428071,T
0517447711,B
1853266744,T
0553096303,B
0006370039,S
0786867574,T
0192838725,C
0452273498,H
093209631X,C
0933031343,O
0671536672,T
0773611355,M
1558533060,T
0442306423,A
0812913124,D
0140171738,T
0684816679,D
0892213671,S
0814459013,T
0312117450,T
0380002809,B
0884824292,J
1563097656,L
0963266748,C
0872030776,T
0736906428,F
0684841460,C
0805007229,I
0198605072,T
0141300280,L
0970407955,Y
1578562627,F
1578565162,G
0879513519,R
1929998198,T
0395647258,S
0963385305,A
1929998058,T
0754806448,H
074340002X,T
0679894454,N
1929998007,T
1576831310,T
0446678171,A
1891153234,C
0198602243,T
0312198841,F
0595191967,F
0689105525,A
1569471789,E
0122834852,T
1552093867,T
0671027417,T
0521437326,T
0803263767,S
1561701610,L
0747561966,H
0743434951,L
0919107214,W
081254546X,S
0812532252,T
0786708980,M
0312182260,T
0689114095,Y
0671696041,C
0525209859,S
0771047460,D
0140503773,T
0517287684,_OTHER
0694012483,W
1579542271,B
0517205572,T
0262061597,E
0352332530,S
0553346180,J
0352329505,E
084317594X,P
000221847X,T
0771591195,A
0764151150,T
0771573898,A
0399137327,P
078538247X,R
8481301809,L
0352336145,H
037543092X,M
0890438544,G
8423921611,V
0312064861,T
0345411803,P
2877141268,C
2877143414,L
8437614589,S
0553526103,W
2070706222,U
0151003823,F
0871563290,B
0222014598,M
8483106671,P
2877141721,I
1859585027,O
2877141233,L
8420634972,R
0340589353,L
287714223X,L
8437605997,E
2877142086,P
842063882X,V
207033127X,L
0590429000,E
2877142299,L
059042193X,L
8433914820,R
031299141X,A
0842311181,T
0156001969,T
8439001118,T
0517142147,T
0531097633,I
0671878506,E
0130558559,B
0310219310,G
0312848854,T
0590438808,A
0609803700,C
1571780092,A
0805061746,T
0877958300,C
0373871651,F
0316249866,H
1840184159,F
0300074395,L
1852309660,L
3423705795,A
0525451331,W
0525446044,T
0060614102,T
3764500565,D
0064470016,H
3765516376,I
3547775078,A
0385470177,W
0312049129,A
3612275291,D
3596147891,S
0201488396,T
3446177094,D
1559705515,J
3404128885,V
1559723645,T
3455024939,D
349923212X,W
3453169271,D
3404149432,S
0425194620,D
9500718200,L
342677609X,W
3401021133,A
3442351804,D
3442350042,F
0844251003,A
0449222918,V
0590638238,C
0393308235,S
0061003743,T
0788154168,C
0385151527,D
038070563X,T
0762706554,H
0671606344,N
0876052812,T
0575056266,M
0452268907,T
0425097080,T
0380761769,T
0064400824,A
0875964214,C
1561386502,L
0671420941,F
015204566X,D
0452265584,T
0553218689,S
0151004366,T
002013021X,W
0670031100,M
0451176405,P
0786713518,C
0061080039,S
0789491850,M
0877477914,Y
0747237263,D
0312961065,T
0553580973,B
0156002396,B
052547174X,R
0312971826,A
0312420641,A
0140862889,T
0743241711,S
0140099220,S
0140298290,V
074322289X,C
019275095X,T
1853752592,S
0231086059,S
0231086040,S
0671874926,N
0060088958,T
1555910874,T
0312143338,F
0060933887,T
0831739746,G
0755303709,T
8322319851,P
0803282117,M
0316082589,O
0062725017,B
0571178456,H
0525943676,S
0952655551,R
0706367995,N
0762700033,R
1860492207,V
0142002186,T
0376017503,I
038540090X,S
0345294076,T
0936376058,A
1859584942,M
0007101929,S
0792425170,S
0399127178,S
0140010203,C
1550822896,T
185158286X,L
155285020X,T
081282914X,U
076490616X,T
0881922153,C
0028640055,T
0413561003,W
0028642422,T
1559703725,P
080943573X,C
201235582X,T
0060393351,T
0952883406,T
0670885584,I
158062569X,C
0201489287,T
0060977531,I
0679740783,T
0394733614,T
0140169601,T
015600500X,F
1862070040,F
1842122754,D
0571192815,A
0913990108,S
1901881679,T
184212210X,T
0140064184,R
0671034170,T
1585790435,S
158234292X,F
0871401738,R
0028604067,Z
0091802288,M
038533706X,S
1567312438,A
0859763625,O
0195029194,C
1857022173,T
0333638492,S
0520024427,T
000764065X,I
0517156024,S
0333638484,I
0670873667,T
0679004386,C
1857992482,M
0140276130,T
087595247X,F
0500282420,I
0575402636,I
1897580541,F
0874743699,T
019217665X,G
1861591527,L
1887237054,G
0312913788,W
096558240X,E
1400034523,S
0002261804,N
1559212373,C
1862041628,S
1557733260,M
0553349708,A
0375700102,T
174059116X,L
0192835424,T
0679422811,A
0609806610,F
0812506146,B
0413453715,A
0226706613,C
1887734627,T
0309089875,D
1862073996,B
0917298160,T
0312981791,M
0879517506,D
0394724534,R
0964561182,L
0451142527,E
0140926682,P
0938983121,I
140135209X,A
0330341375,T
0006530397,W
0787117528,T
0743217187,T
0684855801,T
070434050X,A
0757301444,L
0192821970,S
1562801082,F
0609606328,S
1556431600,A
0931188180,W
0708981615,W
0060505087,A
0860689840,S
0316861871,R
0802776175,T
0860682218,T
0395316669,M
0907871372,A
185381797X,D
0310201772,A
0142000019,C
074340338X,H
0385315465,L
0140277951,T
0393019608,F
0226728129,T
0905778375,S
0752801090,T
0140287361,T
0911518509,R
0312206399,H
0198182732,T
0192827995,T
1404358951,W
1577480600,P
0813333261,T
0552991937,A
076456675X,F
0806524472,T
0060529369,P
0425128954,H
0552991767,J
0345405390,A
0806908785,B
0060199008,A
0679776877,A
190113055X,L
087595202X,T
0425134717,D
0684854279,M
0679768181,T
0679003789,F
0316643963,M
0312186584,T
0679003851,F
0704341166,A
0452255155,S
0749315660,L
0553525646,T
0140264698,H
0939165228,B
0060975105,S
0704340054,T
0688139574,J
0345400682,D
0552996289,T
0140379363,S
0679439846,T
0807614610,P
1852423609,C
0060937904,D
0851157858,T
0140087958,F
1885983166,A
0452271517,W
1580050522,P
1854872729,T
080213341X,M
0156001896,L
0767904028,S
0060976330,P
9501517985,T
1580083285,W
0671545582,D
0394718275,T
0449147851,W
0440201349,P
0304358738,B
0061091553,F
0877796289,M
1586609815,O
0816040575,F
1586609807,O
B0001I1KOG,N
0786868465,T
1885211007,T
0333634276,T
8172233787,T
8427908911,L
0553702416,G
0445206705,Q
0824816234,T
3257229917,B
060980958X,A
0380822067,M
3596155029,N
0449237567,G
0312150687,T
3492229786,E
0375420940,L
3423127848,R
1550225200,T
3630870619,D
3423242620,S
073700035X,G
3453117034,S
359615541x,S
1561703125,L
374661922x,D
0061081752,T
1561700940,Y
3404615301,B
0553204742,W
3442445876,F
0890817804,A
0786889934,S
0805010882,M
0312082797,B
0813531020,D
068481594X,T
014095144X,T
0688178022,F
0449904040,S
0749917431,L
1565927249,T
3822818232,G
880701632X,N
1569246459,S
038547007X,A
0385491697,S
0704343940,I
0812515854,F
0140250670,B
1403354286,S
0664242855,B
0834118807,A
0816031789,D
0787963992,M
0449206955,F
8427221363,E
0735201390,_OTHER
8430517235,C
0140255621,C
8408033123,O
8430522573,U
0812967178,T
0970585705,S
1580085075,T
0375410562,M
0805070230,L
068800816X,M
0771043988,T
0060296402,T
0060197447,W
0060288906,T
0375505113,H
8433914839,Q
3442727804,T
0618247270,T
8433966332,E
0375507566,M
0914546597,H
0300101627,B
0864922663,T
0060989106,A
1840380209,W
034542476X,T
2070417352,L
1550411985,F
1551051613,S
1842930850,W
8489714711,E
1887424601,S
8172610750,T
1580632254,T
0451206517,G
0553374516,S
0816039755,A
0892815361,T
0553074474,T
0375921818,H
159129388X,B
0875166725,P
0345326792,M
0861710215,I
1850281629,T
0425183408,W
0140076190,T
0231076509,T
0060263539,E
1891620835,H
3404162404,N
0195138775,A
3559254140,T
0312395523,T
1562057154,D
0471163082,J
3442350182,F
0312302592,T
1562056417,D
3442350522,E
1562057049,C
3442721938,D
0199110220,S
1568304544,H
0460875264,T
3404162331,F
0764532464,G
0789719967,U
0679776109,T
067231892X,S
1840181192,S
156830336X,W
184391039X,T
0609804731,T
0442025572,T
3404162315,P
0446393150,H
1551990814,S
0764552295,S
3596502454,K
0321167813,M
0425080862,W
344245042X,C
0006384684,S
0449141098,B
3596129168,D
0830627014,T
1571312501,C
3810512680,M
0671779974,T
0373037406,T
3570003256,D
0735710740,F
3596156165,H
0764549308,D
1565924940,D
0385486472,W
0931188636,T
1565926226,C
3404920473,M
0517582708,I
0201702762,D
3462029355,D
020172796X,P
3547778883,D
0201758644,A
0735710368,P
9100567647,M
0671704710,C
1581801300,P
0064403351,M
0812505964,F
0201721465,A
0201700883,R
0836279441,I
3548209793,H
0802837875,C
0679893830,I
0764536435,W
0735711321,J
3442441927,D
0894809458,M
0449129284,D
0769603807,S
0060195290,T
0449233391,L
0399145311,T
0938935186,A
1585672076,M
1571515860,P
0825472423,F
0345245296,B
3453217284,B
0806931450,C
037541567X,A
072162202X,D
3608938052,D
0425016013,M
3608935215,D
0920079423,T
3608933115,H
0762403977,S
042508907X,H
3608930620,D
0425022021,S
3608930612,D
044651294X,P
0345238354,U
0747237638,T
0312022689,P
3608932461,N
0425035395,T
2266098802,M
0425038343,T
0198600968,T
0689113668,D
0425036022,I
0399134859,B
0929387759,O
0345300513,H
0345247949,N
1561708445,S
0345247957,R
0345245636,T
2266103024,L
0747260273,P
0439084083,D
0553580787,E
0312966946,S
0553251449,J
0916217515,L
0373072848,P
067182046X,D
0373730624,T
0373110065,S
0671023195,T
0965333132,A
0345246438,W
0863040381,T
3458192018,D
0553256564,I
0935094016,M
0025937103,T
0380757052,L
2253144908,D
1558532773,L
0192122657,T
0553270575,D
0836230043,G
0060804874,F
0380712512,M
1561708496,T
0312955081,A
1852300388,R
0939680467,V
0345258509,T
0553261835,E
006019426X,O
0764530704,W
0445204680,D
0345284984,A
0380782057,A
0553245643,S
2290324345,A
0345314107,C
0877954755,M
0380798417,G
0345371453,T
0582311039,T
1857821688,Q
3596123895,_OTHER
3809022691,Z
0920953700,A
0863223060,S
0553576526,R
006018745X,T
2207251497,L
2742711678,S
1573221422,T
2253932930,C
0333726502,L
0345321448,A
0060528052,D
2843232155,T
0877935459,W
0373263171,N
0385326068,S
0809117460,C
0754055108,T
0253337550,O
0380712504,B
0441022367,A
0819108820,S
0517704927,A
0385722400,T
0471298646,O
1577361466,A
3570005402,D
0062554697,L
0802727522,F
0297819631,J
3518382969,D
3814403932,E
089301155X,H
0452284597,M
0312303270,U
0425190080,Y
0586071539,J
0312316666,S
0380729903,F
0881848018,G
0684862352,N
1581340389,T
0312953801,T
0312929536,T
0816635390,H
0938151681,T
031286678X,W
0916076415,E
0843949228,R
0373036523,H
0762410787,W
0804107114,E
0373037775,T
0446612057,P
0550180451,M
0446606081,T
1852277572,D
0345463234,S
0440147166,L
0965641031,A
0764222082,C
076422154X,A
0821767070,T
0843948035,T
0671648055,M
1583140247,F
0471215449,T
0590520806,T
0886778433,S
0241106907,G
0439139317,T
039441148X,C
0385267029,W
0439139341,T
0671187597,H
0590520849,T
030762658X,M
043913935X,T
0439139309,T
0595186157,X
0595088708,E
3492224660,T
0345435389,R
0702233994,S
0679437053,T
0553110454,C
0312955170,F
0831712236,C
1561793914,C
0310580617,A
0316726583,R
052524879X,T
0061066206,B
0517180162,T
0920633684,T
0943097029,B
0590068598,M
0849905176,P
0140360808,B
0310540712,T
0802482368,T
0345335937,C
1577487931,H
1556613342,D
0385267037,B
3442098432,D
0837400473,C
0307760286,S
0801633095,P
3423620986,S
0781404789,I
039483593X,M
0307160149,D
3423026332,D
0312118473,L
0394857305,P
3407789157,C
076070967X,T
0307121496,L
0785301054,G
0836205480,T
0321130081,P
0062050982,A
0688039898,P
0307105059,W
1567313124,B
0716616270,A
0394586409,B
0030049989,S
3548251854,S
0394711777,A
0307015017,S
0292787065,V
0340359080,G
0871135779,R
0871318318,S
3404203844,K
0312063679,H
0393015211,T
0385295561,T
298034141X,A
0316806862,N
159308028X,B
0670850268,G
0316790222,G
0373264984,K
0671442104,S
0140430067,T
0672319187,L
1567185673,T
0571204309,E
0684837994,T
0380835010,T
0486218724,D
0950867470,T
1588204014,B
0330346342,P
0070076480,F
0452010373,T
0375701745,S
1552122077,S
0195210301,W
0394506626,S
0486235556,C
0262581833,E
048624962X,F
0312092997,B
0871567458,A
1573441686,S
0312198736,W
0851123295,M
0380781271,M
0749309938,P
1891400274,I
0425077055,D
0684808188,A
0752208055,Q
0060165413,M
0671686496,U
1857765885,L
0752206281,T
0671416243,B
1878448528,S
0679424008,A
0373970307,T
190168041X,O
0195081927,N
359650158X,B
0553258494,S
044191795X,W
0552137510,C
0671622463,T
2070422062,L
0810914824,T
2070388085,R
0553052195,T
2842057562,L
0863696821,R
0946590354,K
0375405062,T
0870115278,G
0340044098,W
0312807481,T
1556615620,O
0586064427,S
0060950269,T
0943151236,M
0226290301,A
0060920637,F
0373520425,M
0877739986,B
0449903664,T
1852833920,Q
0877014213,C
1852865539,L
0060937610,T
8501045535,F
0525249621,B
0821224972,I
0853237115,P
0670815926,E
0802114261,T
1883937884,B
1551662450,C
080501196X,O
009947560X,C
038524973X,P
0802076327,P
043545112X,U
0891344098,T
0449905969,F
0571163041,A
1881445283,I
0440402964,D
0434877905,A
0553283529,W
0891343873,B
8440651449,S
0486409511,M
0099300907,S
0785810641,P
8437605121,E
082302993X,M
0863580815,M
0891343792,H
0330254715,T
0823056562,W
1872180221,N
0553292293,S
0192831674,T
0060171545,T
0553292145,L
0785800298,H
0826316425,F
0750923377,R
0451171659,H
0312865295,B
0442297793,P
031286793X,C
087701633X,N
1575664321,B
0140042911,O
188895227X,S
0520209087,B
0929480848,B
0811213463,T
0399517553,F
0300067542,R
0811211428,S
0070026084,E
1566490472,A
0811214397,F
0882958550,I
0521370000,R
0806127406,R
0340625880,S
0385473958,T
067978327X,M
0060972807,G
0192833049,T
0688163505,W
1569471916,T
0812549163,J
0968505600,F
1569470723,L
8495971860,L
0786705094,E
0807072435,W
158547021X,A
0452278112,S
1560253096,L
0062512951,T
3453863186,G
3453863208,T
0385172974,F
0823047849,S
0070406103,Q
078578490X,T
0520045890,R
0765302640,T
1875998144,S
0198217323,C
067131856X,T
0698105435,G
0719555167,C
0312081839,E
0140089799,B
0871316242,R
0571180132,T
0226088006,T
039332317X,T
0520034945,H
0749729163,T
0393051161,B
0674242548,E
1875657436,T
0520062663,E
000433549X,C
0340218460,T
0883961210,F
0520027817,E
0679005862,F
1592861210,T
0198227868,T
0439295750,D
3442151279,M
0670865508,T
0195042212,M
3492270255,M
0801522323,E
0451402596,T
0140445218,A
1885305397,P
0345289927,T
1556612362,S
0441842925,U
0445200243,F
0812533178,T
0804101302,T
0441016855,A
0451454065,F
0671655981,S
0786000236,D
0207166935,B
0441749089,T
0140077235,F
1863303790,S
0523485689,A
0441748953,T
0441117597,T
0345280253,A
0441861059,V
0944276180,T
0441090680,C
0671656198,S
1880656574,L
0486283011,_OTHER
0486288080,T
0860078736,T
0451156528,O
0300071345,R
0671698680,W
0486240371,C
0826454542,H
0060176911,T
0441651690,P
0811819698,C
0373253095,W
0340220244,T
0811824462,S
0737020261,S
0312228376,R
1865084670,Y
0520041755,I
1864366230,G
1579590829,M
051510664X,F
0553299557,O
0373112971,F
0821744569,W
0373118708,L
067083324X,T
1877961434,B
0373120311,W
0140376240,T
0207131961,T
0553299573,B
0810942410,S
0312956312,S
0816775052,J
0451523040,L
0413154807,B
1587171201,S
0886771447,T
0352333650,B
0886773547,F
0140318232,T
0812508963,M
0471618438,S
0747536708,S
0886770769,F
0441775403,S
0451143760,W
0345291506,N
0528846302,B
0747248265,K
1577485041,A
0879978953,T
0702222984,I
1896764541,A
0441759734,T
0451192605,N
0345258460,H
0330482645,T
0441760120,S
0195542371,B
0571197221,M
1561560901,D
0345033094,I
1863021841,T
0786880937,T
0553054686,G
0886774179,T
0340513640,C
0345249585,D
0898283310,A
0965172597,T
0886770327,W
0886777186,F
0821746812,C
0786807326,O
0821723693,T
0060273585,W
0886772699,W
1575660601,F
0886770904,O
0886770696,S
0879979917,W
0151890501,T
0809076055,P
0896760766,V
0522846297,H
0374261865,S
0312015283,T
0747236089,F
1568955359,T
0802732100,S
0006481590,M
0802757707,O
0312006225,M
0871130769,S
0895311380,J
031202164X,A
0330486683,T
0886775418,S
0821735322,K
0679427112,L
0751513393,A
0870998161,T
0517383322,C
0380700492,I
1558320105,T
0517566656,A
0198207883,B
0064471853,X
0764103431,K
0671799967,P
0671010360,T
0789304759,G
0967990904,M
0671665995,S
006091078X,E
0941533794,F
0739410547,M
0941082008,F
0864423632,L
0393034631,B
